dealerid,leadstatustypename,LeadTypeName,LeadTypeID,CustomerCreatedUTC,LeadCreatedUTC,leadsourcename,SalesPersonFirstName,SalesPersonLastName,firstname,lastname,middlename,email,emailalt,VehicleYear,VehicleMake,VehicleModel,VehicleVIN,VehicleStockNumber,SoldDateUTC,DoNotCall,DoNotEmail,DoNotMail
4282,Sold,PreviousCustomer,10,6/24/11 18:12,6/28/14 13:57,Referral,Theresa Mays,Marinos,Nicholas Massey,Nida,,wmooney@wyatt.com,wmooney@wyatt.com,2014,Honda,Accord,1HGCR2F37EA255666,4H1225,7/5/14 4:00,TRUE,TRUE,TRUE
4282,Active,Walk-in,2,6/29/11 21:30,4/30/24 20:31,Repeat Customer,Frederick Harrell,Desrochers,Katrina Johnson,Fines,Robert,abeltran@wyatt.com,sandersmichael@faulkner-howard.com,2024,Honda,Odyssey,,,,FALSE,TRUE,FALSE
4282,Sold,Internet,1,6/29/11 23:07,12/6/17 17:38,Mailer,Norma Fisher,Ramey,Raymond Johnson,Macdonald,,nduffy@johnston-roberts.com,,2018,Honda,Accord,1HGCV1F5XJA012869,8H119,12/6/17 19:12,FALSE,TRUE,FALSE
4282,Lost,Phone,3,6/30/11 1:37,11/9/19 19:40,Atamian Honda Website,Theresa Mays,Marinos,Amy Myers,Parziale,,trobinson@faulkner-howard.com,costazachary@johnston-roberts.com,2016,Honda,CR-V,5J6RM4H93GL091015,RL5337,,FALSE,FALSE,FALSE
4282,,,,6/30/11 7:37,,,Jonathan Williams,Holder,Steven Hill,Bak,,cassiehutchinson@johnston-roberts.com,wagnerdavid@stark.org,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Internet,1,6/30/11 9:38,5/1/24 1:59,Dealer Inspire Credit App:Partial,Ronald Garcia,Calcano,David Savage Jr.,Cropper,J,bakermatthew@gomez.org,,2013,Honda,Fit,JHMGE8H34DC032837,4H968SS1,5/2/24 21:14,FALSE,FALSE,FALSE
4282,,,,11/10/11 20:29,,,Ronald Garcia,Calcano,James Phillips,Maksian,,xjennings@faulkner-howard.com,,,,,,,,FALSE,FALSE,FALSE
4282,Active,Internet,1,5/14/12 18:20,4/27/24 10:05,Edmunds,Elizabeth Houston,Lemus,Kevin Harper,Jaiteh,,rwright@villanueva.biz,,2022,Honda,CR-V Hybrid,,,,FALSE,FALSE,FALSE
4282,Lost,Internet,1,3/24/13 21:04,3/24/13 20:36,BlackBookOnline,Frederick Harrell,Desrochers,Scott Campbell,Womersley,,kellywright@faulkner-howard.com,,2011,HONDA,CR-V,,,,FALSE,TRUE,FALSE
4282,Sold,Internet,1,4/2/13 16:55,4/2/13 16:55,Auto Alert,Norma Fisher,Ramey,Teresa Stevenson,Varghese,G,victorianelson@gomez.org,,2013,Honda,CR-V,2HKRM4H35DH646659,3H738,4/13/13 4:00,FALSE,FALSE,FALSE
4282,Active,Internet,1,8/4/13 23:36,4/12/24 21:30,EDMUNDS TRADE IN,Leslie Herring,Vaz,Andrew Lowery,Linskey,,lisa53@gomez.org,lisa53@gomez.org,2022,Honda,HR-V,3CZRU6H33NM741643,AZ6324,,FALSE,TRUE,FALSE
4282,Sold,Walk-in,2,10/19/13 18:17,2/18/19 21:12,Repeat Customer,Jonathan Williams,Holder,Thomas Love,Marques,D,bryancruz@moon.com,,2019,Honda,Accord,1HGCV1F34KA029828,9H284,2/18/19 22:19,FALSE,TRUE,FALSE
4282,Sold,Walk-in,2,2/7/14 14:57,10/9/20 14:04,Repeat Customer,Francisco Romero,Pena,Tyler Anderson,Knickle,David,mariamunoz@stark.org,,2020,Honda,Accord,1HGCV1F48LA141915,0H1295S,10/9/20 15:27,FALSE,FALSE,FALSE
4282,Sold,Import,4,4/10/14 18:46,8/5/11 0:00,DMS Sales,Michael Ellis,Genao,Sharon Tucker,Bhavsar,,christina14@johnston-roberts.com,christina14@johnston-roberts.com,2012,Honda,Civic,2HGFB2F58CH512125,2H013SS,8/5/11 4:00,FALSE,TRUE,FALSE
4282,Sold,Phone,3,10/5/14 19:02,4/28/24 19:31,Repeat Customer,Frederick Harrell,LeDuc,John Cervantes,Parrish,Ann,froberts@johnson.com,froberts@johnson.com,2024,Honda,CR-V,2HKRS4H74RH481395,4H1207,4/29/24 19:08,FALSE,FALSE,FALSE
4282,Lost,Import,4,12/15/14 19:46,3/12/11 23:21,Hg Import,Norma Fisher,Ramey,Meghan Henderson,Bellegarde,R,rhill@johnston-roberts.com,,2011,Honda,Accord,,,,FALSE,FALSE,FALSE
4282,Lost,Internet,1,12/19/14 16:54,4/29/24 13:10,Truecar/Truecar,Anthony Ruiz,Perez,James Phillips,Edwards,,amanda91@faulkner-howard.com,vanessa51@faulkner-howard.com,2024,Honda,Accord Hybrid,,,,FALSE,FALSE,FALSE
4282,Lost,Internet,1,1/22/15 17:40,3/7/19 18:27,Dealer Inspire,Elizabeth Houston,Lemus,Patricia Thomas,Sengsirivanh,,lbishop@gomez.org,zrose@gomez.org,2016,Acura,MDX,5FRYD4H22GB046086,JC5115,,FALSE,TRUE,FALSE
4282,Active,Phone,3,2/5/15 23:41,4/30/24 21:28,Location,Elizabeth Houston,Lemus,Chase Taylor,Alresheq,Sameh,hernandezjonathan@lopez.com,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Internet,1,4/30/15 13:21,7/19/22 16:49,Hds Program Lead - Get E-Price,Frederick Harrell,LeDuc,Maria Pena,Natarajan,,jessica85@johnston-roberts.com,,2022,Honda,Insight,19XZE4F56NE017077,2H971,7/26/22 15:49,FALSE,FALSE,FALSE
4282,Sold,Phone,3,6/14/15 18:02,9/27/19 15:41,Loyalty Offer Campaign,Frederick Harrell,Desrochers,Kelly Haynes,Jensen,D,halekrystal@gomez.org,,2019,Honda,CR-V,2HKRW2H58KH650671,9H1369,10/1/19 16:45,FALSE,FALSE,FALSE
4282,Sold,Internet,1,11/24/15 17:34,4/30/24 14:38,Hds Program Lead - Get E-Price,Ronald Garcia,Calcano,Molly Johnson,Heffernan,M,amyjenkins@johnston-roberts.com,amyjenkins@johnston-roberts.com,2024,Honda,Pilot,5FNYG1H41RB037133,4H865,4/30/24 18:45,FALSE,TRUE,FALSE
4282,Sold,Walk-in,2,11/29/15 21:05,11/29/15 21:05,Location,Michael Ellis,Genao,Nicole King,Kosiavelon,M,lortega@gomez.org,,2015,Honda,Civic,19XFB2F56FE700897,5H1762,11/29/15 5:00,FALSE,FALSE,FALSE
