dealerid,leadstatustypename,LeadTypeName,LeadTypeID,CustomerCreatedUTC,LeadCreatedUTC,leadsourcename,SalesPersonFirstName,SalesPersonLastName,firstname,lastname,middlename,email,emailalt,VehicleYear,VehicleMake,VehicleModel,VehicleVIN,VehicleStockNumber,SoldDateUTC,DoNotCall,DoNotEmail,DoNotMail
4282,Sold,Internet,1,2/4/11 15:20,6/2/23 12:44,Honda Website,Emily Blair,Alhado,Ethan Anderson IV,Dedhia,,shahbrian@faulkner-howard.com,andreanguyen@faulkner-howard.com,2023,Honda,CR-V,2HKRS4H77PH420698,3H788S,6/8/23 23:35,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,4/17/10 22:04,10/8/16 15:15,Service,Frederick Harrell,LeDuc,Daniel Robertson,Burgett-Yandow,C,richard33@johnston-roberts.com,richard33@johnston-roberts.com,2016,Honda,HR-V,3CZRU6H70GM764996,6H1664,10/11/16 4:00,FALSE,FALSE,FALSE
4282,Active,Walk-in,2,6/24/11 17:50,4/22/24 18:49,Location,Frederick Harrell,LeDuc,Kelly Peters,Hurley,W,rosariotaylor@johnston-roberts.com,,2024,Honda,HR-V,3CZRZ2H33RM759561,4H809,,FALSE,FALSE,FALSE
4282,Active,Phone,3,6/24/11 18:07,12/6/23 20:55,Service Drive,Leslie Herring,Vaz,Frederick Harrell,Sheehy,,timothy52@faulkner-howard.com,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,6/29/11 21:24,10/15/20 14:24,Service,John Lamb,Perez,Kathleen Saunders,Sevigny,M,oneilljoseph@johnston-roberts.com,jeffrey89@wyatt.com,2020,Honda,HR-V,3CZRU6H34LM725500,0H910,10/15/20 15:50,FALSE,TRUE,FALSE
4282,Sold,Internet,1,6/30/11 9:32,12/5/16 0:11,Edmunds Price Promise,Frederick Harrell,LeDuc,Jennifer Santiago,Pawlowski,,fisherstephen@johnston-roberts.com,,2016,Honda,Pilot,5FNYF6H99GB125971,6H1980,1/2/17 5:00,FALSE,FALSE,FALSE
4282,Sold,Internet,1,10/6/11 1:17,6/22/23 1:13,AMP - Interested in More Information,Jonathan Williams,Holder,Jason Monroe,Patel,,kylehall@gomez.org,,2023,Honda,Odyssey,5FNRL6H64PB072938,3H898,8/1/23 15:16,FALSE,FALSE,FALSE
4282,Active,Phone,3,2/4/12 22:02,4/20/24 14:50,Atamian Honda Website,Leslie Herring,Vaz,Richard Pham,Genovese,P,henrybennett@moon.com,,,,,,,,FALSE,FALSE,FALSE
4282,Bad,Phone,3,3/21/12 17:45,1/6/14 17:12,Repeat Customer,Francisco Romero,Pena,Stephen Hardy,Willoughby,A,kentandre@gomez.org,,2011,Honda,CR-V,,,,FALSE,FALSE,FALSE
4282,Lost,Internet,1,3/27/12 15:37,5/12/23 17:35,Hds Program Lead - Get E-Price,Jeremy Wood,Torra,Sandra Robinson,Lieu,The,jschultz@poole-miller.org,jschultz@poole-miller.org,2023,Honda,Civic Type R,JHMFL5G41PX002010,3H697,,FALSE,TRUE,FALSE
4282,Lost,Walk-in,2,4/3/12 22:21,4/3/12 22:21,Location,Francisco Romero,Pena,Lisa Baker,Mahoney,,munozdean@estes.com,,2005,Honda,CR-V,,2H777-1,,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,5/4/12 15:54,4/18/24 14:50,Repeat Customer,Jonathan Williams,Holder,Frederick Harrell,Wilson,Thomas,joseph96@johnston-roberts.com,,2024,Honda,HR-V,3CZRZ2H75RM775733,4H101SSS,4/18/24 19:46,FALSE,TRUE,FALSE
4282,Sold,Internet,1,5/27/12 18:50,5/26/12 0:53,E Pricer - Dealer.Com Website,Jeremy Wood,Torra,Steven Hill,Bresnahan,J,chrisjohnson@faulkner-howard.com,,2012,Honda,CR-V,5J6RM4H7XCL054732,2H1332,5/29/12 4:00,FALSE,FALSE,FALSE
4282,Sold,Referral,9,6/10/12 23:07,2/16/24 23:00,Location,Benjamin Shelton,Moronta,Christopher York,Maier,A,amandabarnett@gomez.org,,2020,Honda,Ridgeline,5FPYK3F15LB029036,AZ6292,2/16/24 23:40,FALSE,FALSE,FALSE
4282,Lost,Phone,3,8/1/12 23:32,6/2/23 18:02,Service Drive,Ronald Garcia,Calcano,Mercedes Rice,Eam,,jeremy81@moon.com,jwashington@michael-flores.biz,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Phone,3,11/23/12 18:38,3/4/21 21:28,Atamian Honda Website,Frederick Harrell,Desrochers,Laura Bernard,Cadime,,delliott@moreno.com,delliott@moreno.com,2018,Honda,HR-V,3CZRU6H35JM728709,1H210-1,3/6/21 18:01,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,5/1/13 5:23,5/10/14 16:29,Referral,John Lamb,Perez,Richard Aguirre,Thong,,wheelermariah@johnston-roberts.com,,2012,Honda,Pilot,5FNYF4H57CB049923,4H709S-1,5/10/14 4:00,FALSE,FALSE,FALSE
4282,Active,Internet,1,6/5/13 17:15,4/20/24 0:59,Truecar/Truecar,Anthony Ruiz,Perez,Kelsey Craig,Okie,,colemansabrina@gomez.org,vanessasnyder@clark-morris.biz,2024,Honda,CR-V Hybrid,2HKRS6H82RH809823,4H1110,,FALSE,FALSE,FALSE
4282,Bad,Phone,3,7/13/13 15:22,7/18/17 14:27,Dhl Honda Buyback Mailer,Norma Fisher,Ramey,Laura Ramirez,Stettiner,LILY,,,,,,,,,FALSE,FALSE,FALSE
4282,,,,8/1/13 5:54,,,Norma Fisher,Ramey,Timothy Hayden,Balfe,G,sanderson@villanueva.biz,heatherjohnson@johnston-roberts.com,,,,,,,FALSE,FALSE,FALSE
